SEND: 0hVd:ZZBN,35,1,0,1,1,44578,0,0,0,-3197779,11581600
SEND: 3UuI:ZZBN,36,1,0,1,1,45867,0,0,0,-3197779,11581600
SEND: BRUl:ZZBN,37,1,0,1,1,47156,0,0,0,-3197779,11581600
SEND: 8q6x:ZZBN,38,1,0,1,1,48445,0,0,0,-3197779,11581600
SEND: ULfa:ZZBN,39,1,0,1,1,49734,0,0,0,-3197783,11581602
SEND: 6FB5:ZZBN,40,1,0,1,1,51023,0,0,0,-3197783,11581602
SEND: rWVr:ZZBN,41,1,0,1,1,52312,0,0,0,-3197783,11581602
SEND: w5U8:ZZBN,42,1,0,1,1,53601,0,0,0,-3197783,11581602
SEND: cFN1:ZZBN,43,1,0,1,1,54890,0,0,0,-3197783,11581602
SEND: UZaF:ZZBN,44,1,0,1,1,56179,0,0,0,-3197787,11581605
SEND: XoVL:ZZBN,45,1,0,1,1,57468,0,0,0,-3197789,11581607
SEND: i5ey:ZZBN,46,1,0,1,1,58757,0,0,0,-3197793,11581608
SEND: yy59:ZZBN,47,1,0,1,1,60046,0,0,0,-3197794,11581608
SEND: rhhF:ZZBN,48,1,0,1,1,61335,0,0,0,-3197792,11581608
SEND: IZAJ:ZZBN,49,1,0,1,1,62624,0,0,0,-3197793,11581610
SEND: K3Oj:ZZBN,50,1,0,1,1,63913,0,0,0,-3197793,11581610
SEND: Ll25:ZZBN,51,1,0,1,1,65202,0,0,0,-3197793,11581611
SEND: Rezl:ZZBN,52,1,0,1,1,66491,0,0,0,-3197794,11581612
SEND: YZw9:ZZBN,53,1,0,1,1,67780,0,0,0,-3197793,11581611
SEND: gL00:ZZBN,54,1,0,1,1,69069,0,0,0,-3197792,11581611
SEND: 3Asi:ZZBN,55,1,0,1,1,70358,0,0,0,-3197793,11581611
SEND: CIvT:ZZBN,56,1,0,1,1,71647,0,0,0,-3197793,11581611
SEND: xGxL:ZZBN,57,1,0,1,1,72936,0,0,0,-3197793,11581611
SEND: RMNy:ZZBN,58,1,0,1,1,74225,0,0,0,-3197793,11581611
SEND: QoCQ:ZZBN,59,1,0,1,1,75514,0,0,0,-3197793,11581611
SEND: u8KL:ZZBN,60,1,0,1,1,76803,0,0,0,-3197793,11581611
SEND: HV0f:ZZBN,61,1,0,1,1,78092,0,0,0,-3197793,11581611
SEND: eeyP:ZZBN,62,1,0,1,1,79381,0,0,0,-3197793,11581611
SEND: Sk6h:ZZBN,63,1,0,1,1,80670,0,0,0,-3197793,11581611
SEND: aB1X:ZZBN,64,1,0,1,1,81959,0,0,0,-3197793,11581611
SEND: ke53:ZZBN,65,1,0,1,1,83248,0,0,0,-3197793,11581611
SEND: 1Hrj:ZZBN,66,1,0,1,1,84537,0,0,0,-3197793,11581611
SEND: eCaD:ZZBN,67,1,0,1,1,85826,0,0,0,-3197793,11581611
SEND: YBGR:ZZBN,68,1,0,1,1,87115,0,0,0,-3197792,11581605
SEND: p7Z8:ZZBN,69,1,0,1,1,88404,0,0,0,-3197789,11581609
SEND: lJ0f:ZZBN,70,1,0,1,1,89693,0,0,0,-3197791,11581609
SEND: Qjgp:ZZBN,71,1,0,1,1,90982,0,0,0,-3197792,11581609
SEND: ccTW:ZZBN,72,1,0,1,1,92271,0,0,0,-3197792,11581609
SEND: Jt7f:ZZBN,73,1,0,1,1,93560,0,0,0,-3197792,11581609
SEND: hiZy:ZZBN,74,1,0,1,1,94849,0,0,0,-3197792,11581609
SEND: 5idh:ZZBN,75,1,0,1,1,96138,0,0,0,-3197792,11581609
SEND: GTGu:ZZBN,76,1,0,1,1,97427,0,0,0,-3197792,11581609
SEND: ZFiR:ZZBN,77,1,0,1,1,98716,0,0,0,-3197792,11581609
SEND: rNgn:ZZBN,78,1,0,1,1,100005,0,0,0,-3197792,11581609
SEND: XqpE:ZZBN,79,1,0,1,1,101294,0,0,0,-3197792,11581609
SEND: xBIB:ZZBN,80,1,0,1,1,102583,0,0,0,-3197792,11581609
SEND: M8nc:ZZBN,81,1,0,1,1,103872,0,0,0,-3197792,11581609
SEND: GAK5:ZZBN,82,1,0,1,1,105161,0,0,0,-3197792,11581609
SEND: 15I6:ZZBN,83,1,0,1,1,106450,0,0,0,-3197792,11581609
SEND: h45i:ZZBN,84,1,0,1,1,107739,0,0,0,-3197792,11581609
